#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-05-07T20:14:35 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ554bc7607b0a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/A+A/552/A16&tab:{J/A+A/552/A16/limb6}&key:source=J/A+A/552/A16/limb6&HTTPPRM:&
#-source=J/A+A/552/A16/limb6
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=a1
#-out=a2
#-out=a3
#-out=a4
#-out=Filt
#-out=Met
#-out=Mod
#-out.all=2
#

#RESOURCE=yCat_35520016
#Name: J/A+A/552/A16
#Title: Limb-darkening for CoRoT, Kepler, Spitzer. II. (Claret+, 2013)
#Table	J_A_A_552_A16_limb6:
#Name: J/A+A/552/A16/limb6
#Title: Limb-darkening coefficients for the non-linear law for spherical and quasi-spherical PHOENIX models
#Column	logg	(F5.2)	[2.5/5.5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[5000/10000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[0] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[2] Microturbulent velocity {xi}	[ucd=phys.veloc]
#Column	a1	(F10.5)	Equation 6 limb darkening coefficient a1 (G2)	[ucd=phot.limbDark]
#Column	a2	(F10.5)	Equation 6 limb darkening coefficient a2 (G2)	[ucd=phot.limbDark]
#Column	a3	(F10.5)	Equation 6 limb darkening coefficient a3 (G2)	[ucd=phot.limbDark]
#Column	a4	(F10.5)	Equation 6 limb darkening coefficient a4 (G2)	[ucd=phot.limbDark]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[L] Method (Least-Square)	[ucd=meta.id;stat.fit]
#Column	Mod	(A2)	[qs s] quasi-spherical/spherical PHOENIX model	[ucd=stat.param;meta.modelled]
logg	Teff	Z	xi	a1	a2	a3	a4	Filt	Met	Mod
 4.00	  5000	 0.0	 2.0	  11.57930	 -26.31450	  26.71610	  -9.73540	J 	L	s
 4.50	  5000	 0.0	 2.0	   9.49710	 -22.16830	  23.18980	  -8.64470	J 	L	s
 5.00	  5000	 0.0	 2.0	   7.64840	 -18.25190	  19.67080	  -7.50260	J 	L	s
 5.50	  5000	 0.0	 2.0	   6.99850	 -16.70130	  18.11380	  -6.94630	J 	L	s
 3.00	  5100	 0.0	 2.0	  10.55800	 -19.25590	  16.13920	  -4.95330	J 	L	s
 3.50	  5100	 0.0	 2.0	  13.06220	 -28.23190	  27.40490	  -9.64100	J 	L	s
 4.00	  5100	 0.0	 2.0	  11.80030	 -26.76930	  27.10570	  -9.85960	J 	L	s
 4.50	  5100	 0.0	 2.0	   9.71210	 -22.69220	  23.71010	  -8.83320	J 	L	s
 5.00	  5100	 0.0	 2.0	   7.79830	 -18.62650	  20.04950	  -7.64350	J 	L	s
 5.50	  5100	 0.0	 2.0	   7.13520	 -17.04590	  18.46340	  -7.07680	J 	L	s
 3.00	  5200	 0.0	 2.0	  10.48890	 -18.88530	  15.60030	  -4.71500	J 	L	s
 3.50	  5200	 0.0	 2.0	  13.20440	 -28.44510	  27.50990	  -9.65030	J 	L	s
 4.00	  5200	 0.0	 2.0	  12.02300	 -27.23400	  27.50700	  -9.98770	J 	L	s
 4.50	  5200	 0.0	 2.0	   9.90490	 -23.15970	  24.17220	  -9.00010	J 	L	s
 5.00	  5200	 0.0	 2.0	   7.94370	 -18.99310	  20.42150	  -7.78200	J 	L	s
 5.50	  5200	 0.0	 2.0	   7.20480	 -17.26820	  18.73170	  -7.18640	J 	L	s
 3.00	  5300	 0.0	 2.0	  10.38890	 -18.45460	  15.02670	  -4.47520	J 	L	s
 3.50	  5300	 0.0	 2.0	  13.34020	 -28.64420	  27.60050	  -9.65370	J 	L	s
 4.00	  5300	 0.0	 2.0	  12.24020	 -27.69380	  27.90890	 -10.11730	J 	L	s
 4.50	  5300	 0.0	 2.0	  10.08000	 -23.57540	  24.57560	  -9.14360	J 	L	s
 5.00	  5300	 0.0	 2.0	   8.09150	 -19.36710	  20.79950	  -7.92140	J 	L	s
 5.50	  5300	 0.0	 2.0	   7.32450	 -17.56460	  19.02460	  -7.29330	J 	L	s
 3.00	  5400	 0.0	 2.0	  10.25800	 -17.92570	  14.32210	  -4.17490	J 	L	s
 3.50	  5400	 0.0	 2.0	  13.47420	 -28.84700	  27.70180	  -9.66290	J 	L	s
 4.00	  5400	 0.0	 2.0	  12.45150	 -28.15060	  28.31590	 -10.25060	J 	L	s
 4.50	  5400	 0.0	 2.0	  10.30550	 -24.11880	  25.12840	  -9.35430	J 	L	s
 5.00	  5400	 0.0	 2.0	   8.22980	 -19.71400	  21.14850	  -8.04980	J 	L	s
 5.50	  5400	 0.0	 2.0	   7.44930	 -17.89070	  19.36030	  -7.41900	J 	L	s
 3.00	  5500	 0.0	 2.0	  10.14550	 -17.45470	  13.68570	  -3.90160	J 	L	s
 3.50	  5500	 0.0	 2.0	  13.61130	 -29.06780	  27.82960	  -9.68400	J 	L	s
 4.00	  5500	 0.0	 2.0	  12.66580	 -28.62230	  28.74500	 -10.39390	J 	L	s
 4.50	  5500	 0.0	 2.0	  10.48890	 -24.54640	  25.53730	  -9.49780	J 	L	s
 5.00	  5500	 0.0	 2.0	   8.36470	 -20.04750	  21.48150	  -8.17180	J 	L	s
 5.50	  5500	 0.0	 2.0	   7.57450	 -18.22020	  19.70120	  -7.54680	J 	L	s
 3.00	  5600	 0.0	 2.0	  10.04630	 -17.02180	  13.09260	  -3.64540	J 	L	s
 3.50	  5600	 0.0	 2.0	  13.76280	 -29.33720	  28.01740	  -9.72970	J 	L	s
 4.00	  5600	 0.0	 2.0	  12.88100	 -29.10580	  29.19350	 -10.54630	J 	L	s
 4.50	  5600	 0.0	 2.0	  10.67580	 -24.98050	  25.95050	  -9.64170	J 	L	s
 5.00	  5600	 0.0	 2.0	   8.51800	 -20.42870	  21.86170	  -8.30970	J 	L	s
 5.50	  5600	 0.0	 2.0	   7.70440	 -18.53760	  20.02400	  -7.67370	J 	L	s
 3.00	  5700	 0.0	 2.0	   9.96480	 -16.64610	  12.56910	  -3.41770	J 	L	s
 3.50	  5700	 0.0	 2.0	  13.92820	 -29.65360	  28.26350	  -9.79950	J 	L	s
 4.00	  5700	 0.0	 2.0	  13.16600	 -29.79390	  29.89860	 -10.81350	J 	L	s
 4.50	  5700	 0.0	 2.0	  10.85890	 -25.39920	  26.34370	  -9.77700	J 	L	s
 5.00	  5700	 0.0	 2.0	   8.67550	 -20.81650	  22.24600	  -8.44790	J 	L	s
 5.50	  5700	 0.0	 2.0	   7.81010	 -18.80850	  20.30110	  -7.77800	J 	L	s
 3.00	  5800	 0.0	 2.0	   9.91270	 -16.34730	  12.12700	  -3.22030	J 	L	s
 3.50	  5800	 0.0	 2.0	  14.10660	 -30.01060	  28.55810	  -9.88890	J 	L	s
 4.00	  5800	 0.0	 2.0	  13.37370	 -30.27010	  30.35000	 -10.96980	J 	L	s
 4.50	  5800	 0.0	 2.0	  11.04240	 -25.82040	  26.74080	  -9.91380	J 	L	s
 5.00	  5800	 0.0	 2.0	   8.84070	 -21.22430	  22.65110	  -8.59350	J 	L	s
 5.50	  5800	 0.0	 2.0	   7.93090	 -19.13040	  20.63790	  -7.90520	J 	L	s
 3.00	  5900	 0.0	 2.0	   9.85580	 -16.03320	  11.66730	  -3.01580	J 	L	s
 3.50	  5900	 0.0	 2.0	  14.30300	 -30.41770	  28.90950	 -10.00060	J 	L	s
 4.00	  5900	 0.0	 2.0	  13.59470	 -30.79530	  30.86550	 -11.15360	J 	L	s
 4.50	  5900	 0.0	 2.0	  11.22670	 -26.24570	  27.14410	 -10.05340	J 	L	s
 5.00	  5900	 0.0	 2.0	   9.00360	 -21.62020	  23.04010	  -8.73200	J 	L	s
 5.50	  5900	 0.0	 2.0	   8.04690	 -19.44080	  20.96290	  -8.02770	J 	L	s
 3.00	  6000	 0.0	 2.0	   9.77570	 -15.64890	  11.12700	  -2.77960	J 	L	s
 3.50	  6000	 0.0	 2.0	  14.56480	 -30.99340	  29.43710	 -10.17700	J 	L	s
 4.00	  6000	 0.0	 2.0	  13.82260	 -31.34090	  31.40550	 -11.34730	J 	L	s
 4.50	  6000	 0.0	 2.0	  11.44340	 -26.77170	  27.66700	 -10.24110	J 	L	s
 5.00	  6000	 0.0	 2.0	   9.15100	 -21.94380	  23.34990	  -8.84980	J 	L	s
 5.50	  6000	 0.0	 2.0	   8.15330	 -19.72670	  21.26360	  -8.14140	J 	L	s
 3.00	  6100	 0.0	 2.0	   9.63070	 -15.07520	  10.37100	  -2.45860	J 	L	s
 3.50	  6100	 0.0	 2.0	  14.79920	 -31.48980	  29.87790	 -10.32080	J 	L	s
 4.00	  6100	 0.0	 2.0	  14.07270	 -31.94570	  32.00980	 -11.56530	J 	L	s
 4.50	  6100	 0.0	 2.0	  11.64090	 -27.23700	  28.11800	 -10.39980	J 	L	s
 5.00	  6100	 0.0	 2.0	   9.33570	 -22.39810	  23.80090	  -9.01100	J 	L	s
 5.50	  6100	 0.0	 2.0	   8.26410	 -20.02740	  21.58210	  -8.26220	J 	L	s
 3.00	  6200	 0.0	 2.0	   9.32820	 -14.04480	   9.09760	  -1.93520	J 	L	s
 3.50	  6200	 0.0	 2.0	  15.04680	 -32.00460	  30.32810	 -10.46550	J 	L	s
 4.00	  6200	 0.0	 2.0	  14.35320	 -32.62930	  32.69890	 -11.81560	J 	L	s
 4.50	  6200	 0.0	 2.0	  12.02170	 -28.04660	  28.81790	 -10.62700	J 	L	s
 5.00	  6200	 0.0	 2.0	   9.49870	 -22.78900	  24.18280	  -9.14630	J 	L	s
 5.50	  6200	 0.0	 2.0	   8.37410	 -20.32680	  21.90020	  -8.38280	J 	L	s
 3.00	  6300	 0.0	 2.0	   8.86470	 -12.55650	   7.30870	  -1.21030	J 	L	s
 3.50	  6300	 0.0	 2.0	  15.28570	 -32.49280	  30.77870	 -10.62740	J 	L	s
 4.00	  6300	 0.0	 2.0	  14.65700	 -33.37230	  33.45140	 -12.08990	J 	L	s
 4.50	  6300	 0.0	 2.0	  12.24260	 -28.57090	  29.33080	 -10.80880	J 	L	s
 5.00	  6300	 0.0	 2.0	   9.65860	 -23.17180	  24.55740	  -9.27930	J 	L	s
 5.50	  6300	 0.0	 2.0	   8.48160	 -20.62490	  22.22240	  -8.50700	J 	L	s
 3.00	  6400	 0.0	 2.0	   8.19740	 -10.48790	   4.86660	  -0.23060	J 	L	s
 3.50	  6400	 0.0	 2.0	  15.50090	 -32.85480	  31.02090	 -10.68220	J 	L	s
 4.00	  6400	 0.0	 2.0	  15.00560	 -34.22000	  34.30850	 -12.40180	J 	L	s
 4.50	  6400	 0.0	 2.0	  12.48800	 -29.15700	  29.90940	 -11.01550	J 	L	s
 5.00	  6400	 0.0	 2.0	   9.83640	 -23.60800	  24.99330	  -9.43610	J 	L	s
 5.50	  6400	 0.0	 2.0	   8.72190	 -21.20420	  22.76090	  -8.68880	J 	L	s
 3.00	  6500	 0.0	 2.0	   7.42860	  -8.18840	   2.20660	   0.82300	J 	L	s
 3.50	  6500	 0.0	 2.0	  15.65980	 -33.00390	  30.98990	 -10.62200	J 	L	s
 4.00	  6500	 0.0	 2.0	  15.40870	 -35.18310	  35.27120	 -12.74900	J 	L	s
 4.50	  6500	 0.0	 2.0	  12.76500	 -29.82290	  30.57280	 -11.25400	J 	L	s
 5.00	  6500	 0.0	 2.0	  10.00310	 -24.00370	  25.37870	  -9.57220	J 	L	s
 5.50	  6500	 0.0	 2.0	   8.84420	 -21.53900	  23.11760	  -8.82340	J 	L	s
 3.00	  6600	 0.0	 2.0	   6.31250	  -4.92890	  -1.51530	   2.28630	J 	L	s
 3.50	  6600	 0.0	 2.0	  15.75950	 -32.97550	  30.75200	 -10.47880	J 	L	s
 4.00	  6600	 0.0	 2.0	  15.81650	 -36.12560	  36.18800	 -13.07230	J 	L	s
 4.50	  6600	 0.0	 2.0	  13.07370	 -30.57080	  31.32330	 -11.52500	J 	L	s
 5.00	  6600	 0.0	 2.0	  10.18980	 -24.45180	  25.82140	  -9.73010	J 	L	s
 5.50	  6600	 0.0	 2.0	   8.95470	 -21.83600	  23.43130	  -8.94130	J 	L	s
 3.00	  6700	 0.0	 2.0	   5.08370	  -1.38650	  -5.52690	   3.85450	J 	L	s
 3.50	  6700	 0.0	 2.0	  15.83480	 -32.90510	  30.48450	 -10.32860	J 	L	s
 4.00	  6700	 0.0	 2.0	  16.20460	 -36.98710	  36.99780	 -13.34990	J 	L	s
 4.50	  6700	 0.0	 2.0	  13.39070	 -31.33570	  32.09110	 -11.80270	J 	L	s
 5.00	  6700	 0.0	 2.0	  10.39370	 -24.94070	  26.30490	  -9.90270	J 	L	s
 5.50	  6700	 0.0	 2.0	   9.06750	 -22.13450	  23.74450	  -9.05860	J 	L	s
 3.00	  6800	 0.0	 2.0	   3.93680	   1.89070	  -9.21810	   5.29220	J 	L	s
 3.50	  6800	 0.0	 2.0	  15.82950	 -32.63270	  30.00700	 -10.10060	J 	L	s
 4.00	  6800	 0.0	 2.0	  16.58430	 -37.78970	  37.71790	 -13.58630	J 	L	s
 4.50	  6800	 0.0	 2.0	  13.54390	 -31.81610	  32.67890	 -12.03730	J 	L	s
 5.00	  6800	 0.0	 2.0	  10.61980	 -25.48630	  26.84770	 -10.09710	J 	L	s
 5.50	  6800	 0.0	 2.0	   9.19690	 -22.47930	  24.10750	  -9.19430	J 	L	s
 3.00	  6900	 0.0	 2.0	   2.68520	   5.41380	 -13.15180	   6.81710	J 	L	s
 3.50	  6900	 0.0	 2.0	  15.60130	 -31.71560	  28.79630	  -9.58430	J 	L	s
 4.00	  6900	 0.0	 2.0	  16.96010	 -38.56100	  38.38990	 -13.80070	J 	L	s
 4.50	  6900	 0.0	 2.0	  13.88980	 -32.65240	  33.52000	 -12.34160	J 	L	s
 5.00	  6900	 0.0	 2.0	  10.86510	 -26.07810	  27.43750	 -10.30860	J 	L	s
 5.50	  6900	 0.0	 2.0	   9.33440	 -22.84460	  24.49230	  -9.33800	J 	L	s
 3.00	  7000	 0.0	 2.0	   1.62350	   8.43060	 -16.53330	   8.12780	J 	L	s
 3.50	  7000	 0.0	 2.0	  15.08020	 -29.95150	  26.62260	  -8.68930	J 	L	s
 4.00	  7000	 0.0	 2.0	  17.34920	 -39.35850	  39.08460	 -14.02230	J 	L	s
 4.50	  7000	 0.0	 2.0	  14.26850	 -33.57160	  34.44850	 -12.67870	J 	L	s
 5.00	  7000	 0.0	 2.0	  11.15210	 -26.77090	  28.12980	 -10.55730	J 	L	s
 5.50	  7000	 0.0	 2.0	   9.48060	 -23.22880	  24.89590	  -9.48870	J 	L	s
 3.00	  7200	 0.0	 2.0	  -0.50180	  14.38090	 -23.14190	  10.67530	J 	L	s
 3.50	  7200	 0.0	 2.0	  14.10510	 -26.73660	  22.70580	  -7.08670	J 	L	s
 4.00	  7200	 0.0	 2.0	  18.16510	 -41.08930	  40.64570	 -14.53740	J 	L	s
 4.50	  7200	 0.0	 2.0	  15.01500	 -35.39310	  36.29640	 -13.35220	J 	L	s
 5.00	  7200	 0.0	 2.0	  11.69260	 -28.07630	  29.43590	 -11.02750	J 	L	s
 5.50	  7200	 0.0	 2.0	   9.74680	 -23.92090	  25.61890	  -9.75760	J 	L	s
 3.00	  7400	 0.0	 2.0	  -2.03880	  18.68990	 -27.93000	  12.52040	J 	L	s
 3.50	  7400	 0.0	 2.0	  12.43140	 -21.63830	  16.73750	  -4.70070	J 	L	s
 4.00	  7400	 0.0	 2.0	  18.86400	 -42.47270	  41.80440	 -14.89190	J 	L	s
 4.50	  7400	 0.0	 2.0	  15.79590	 -37.30110	  38.23480	 -14.05910	J 	L	s
 5.00	  7400	 0.0	 2.0	  12.20080	 -29.30950	  30.67460	 -11.47480	J 	L	s
 5.50	  7400	 0.0	 2.0	   9.85960	 -24.27180	  26.05570	  -9.93990	J 	L	s
 3.00	  7600	 0.0	 2.0	  -3.57980	  22.96390	 -32.64500	  14.32880	J 	L	s
 3.50	  7600	 0.0	 2.0	  11.56040	 -18.93990	  13.54310	  -3.41540	J 	L	s
 4.00	  7600	 0.0	 2.0	  19.00930	 -42.12690	  40.90950	 -14.41590	J 	L	s
 4.50	  7600	 0.0	 2.0	  16.62120	 -39.20180	  40.07710	 -14.70580	J 	L	s
 5.00	  7600	 0.0	 2.0	  12.74830	 -30.65890	  32.04710	 -11.97540	J 	L	s
 5.50	  7600	 0.0	 2.0	  10.10450	 -24.89810	  26.69870	 -10.17570	J 	L	s
 3.00	  7800	 0.0	 2.0	  -4.75750	  26.45020	 -36.61320	  15.86340	J 	L	s
 3.50	  7800	 0.0	 2.0	  10.35140	 -15.33430	   9.36700	  -1.75730	J 	L	s
 4.00	  7800	 0.0	 2.0	  19.19290	 -42.06950	  40.45440	 -14.14030	J 	L	s
 4.50	  7800	 0.0	 2.0	  17.57240	 -41.18470	  41.83160	 -15.27190	J 	L	s
 5.00	  7800	 0.0	 2.0	  13.26240	 -31.92740	  33.33850	 -12.44660	J 	L	s
 5.50	  7800	 0.0	 2.0	  10.35040	 -25.52370	  27.33920	 -10.41030	J 	L	s
 3.00	  8000	 0.0	 2.0	  -6.06880	  30.05690	 -40.57000	  17.37560	J 	L	s
 3.50	  8000	 0.0	 2.0	   9.24660	 -12.04730	   5.56210	  -0.24640	J 	L	s
 4.00	  8000	 0.0	 2.0	  19.04980	 -41.19740	  39.15350	 -13.55190	J 	L	s
 4.50	  8000	 0.0	 2.0	  18.62050	 -43.46700	  43.94100	 -15.98160	J 	L	s
 5.00	  8000	 0.0	 2.0	  13.85370	 -33.39440	  34.83870	 -12.99560	J 	L	s
 5.50	  8000	 0.0	 2.0	  10.60460	 -26.16410	  27.98980	 -10.64690	J 	L	s
 3.00	  8200	 0.0	 2.0	  -7.08760	  32.82100	 -43.59550	  18.53820	J 	L	s
 3.50	  8200	 0.0	 2.0	   8.54690	  -9.90940	   3.04120	   0.76700	J 	L	s
 4.00	  8200	 0.0	 2.0	  18.52100	 -39.23080	  36.61780	 -12.47930	J 	L	s
 4.50	  8200	 0.0	 2.0	  19.78230	 -46.06710	  46.39350	 -16.83010	J 	L	s
 5.00	  8200	 0.0	 2.0	  14.49840	 -34.95070	  36.39980	 -13.55810	J 	L	s
 5.50	  8200	 0.0	 2.0	  10.87220	 -26.82970	  28.65920	 -10.88790	J 	L	s
 3.00	  8400	 0.0	 2.0	  -8.03380	  35.47840	 -46.54420	  19.66950	J 	L	s
 3.50	  8400	 0.0	 2.0	   7.59680	  -7.04240	  -0.31400	   2.10880	J 	L	s
 4.00	  8400	 0.0	 2.0	  18.33500	 -38.38000	  35.42840	 -11.95490	J 	L	s
 4.50	  8400	 0.0	 2.0	  20.42090	 -47.43760	  47.63790	 -17.24060	J 	L	s
 5.00	  8400	 0.0	 2.0	  15.45920	 -37.07310	  38.37780	 -14.22640	J 	L	s
 5.50	  8400	 0.0	 2.0	  11.16680	 -27.55460	  29.38390	 -11.14760	J 	L	s
 3.00	  8600	 0.0	 2.0	  -8.84980	  37.68850	 -48.93360	  20.57060	J 	L	s
 3.50	  8600	 0.0	 2.0	   6.86640	  -4.75740	  -3.04300	   3.21170	J 	L	s
 4.00	  8600	 0.0	 2.0	  18.31660	 -38.07090	  34.88550	 -11.69140	J 	L	s
 4.50	  8600	 0.0	 2.0	  20.78870	 -47.87280	  47.71380	 -17.16320	J 	L	s
 5.00	  8600	 0.0	 2.0	  16.56570	 -39.53450	  40.69120	 -15.01410	J 	L	s
 5.50	  8600	 0.0	 2.0	  11.58810	 -28.53110	  30.31920	 -11.47020	J 	L	s
 3.00	  8800	 0.0	 2.0	  -9.67480	  39.92260	 -51.34680	  21.47920	J 	L	s
 3.50	  8800	 0.0	 2.0	   6.30560	  -3.09000	  -4.97170	   3.97620	J 	L	s
 4.00	  8800	 0.0	 2.0	  18.32490	 -37.68740	  34.14270	 -11.32180	J 	L	s
 4.50	  8800	 0.0	 2.0	  21.35930	 -48.96660	  48.55060	 -17.38390	J 	L	s
 5.00	  8800	 0.0	 2.0	  17.72010	 -42.27920	  43.35820	 -15.94290	J 	L	s
 5.50	  8800	 0.0	 2.0	  12.52280	 -30.72880	  32.40770	 -12.18060	J 	L	s
 3.00	  9000	 0.0	 2.0	 -10.47610	  42.04700	 -53.60240	  22.31720	J 	L	s
 3.50	  9000	 0.0	 2.0	   5.85150	  -1.75600	  -6.50450	   4.58150	J 	L	s
 4.00	  9000	 0.0	 2.0	  17.91840	 -36.34740	  32.49940	 -10.64490	J 	L	s
 4.50	  9000	 0.0	 2.0	  21.64770	 -49.50880	  48.96420	 -17.49440	J 	L	s
 5.00	  9000	 0.0	 2.0	  18.43610	 -43.99600	  45.06700	 -16.55370	J 	L	s
 5.50	  9000	 0.0	 2.0	  13.46770	 -32.88450	  34.46740	 -12.89120	J 	L	s
 3.00	  9200	 0.0	 2.0	 -11.61280	  45.01730	 -56.71750	  23.46310	J 	L	s
 3.50	  9200	 0.0	 2.0	   5.11390	   0.33780	  -8.85300	   5.49370	J 	L	s
 4.00	  9200	 0.0	 2.0	  17.55300	 -35.14560	  31.03090	 -10.04250	J 	L	s
 4.50	  9200	 0.0	 2.0	  21.85550	 -49.93620	  49.32400	 -17.60210	J 	L	s
 5.00	  9200	 0.0	 2.0	  18.88910	 -45.10640	  46.18950	 -16.95920	J 	L	s
 5.50	  9200	 0.0	 2.0	  14.14420	 -34.47770	  36.03220	 -13.44380	J 	L	s
 3.00	  9400	 0.0	 2.0	 -12.79680	  48.07210	 -59.88360	  24.61590	J 	L	s
 3.50	  9400	 0.0	 2.0	   4.09410	   3.18550	 -12.00910	   6.70910	J 	L	s
 4.00	  9400	 0.0	 2.0	  17.22430	 -34.08590	  29.74690	  -9.51710	J 	L	s
 4.50	  9400	 0.0	 2.0	  22.04360	 -50.33850	  49.67720	 -17.71330	J 	L	s
 5.00	  9400	 0.0	 2.0	  19.20920	 -45.89850	  46.99190	 -17.24830	J 	L	s
 5.50	  9400	 0.0	 2.0	  14.63160	 -35.65500	  37.20880	 -13.86490	J 	L	s
 3.00	  9600	 0.0	 2.0	 -14.32270	  51.96190	 -63.87070	  26.05330	J 	L	s
 3.50	  9600	 0.0	 2.0	   3.10260	   5.94280	 -15.05660	   7.88070	J 	L	s
 4.00	  9600	 0.0	 2.0	  16.95900	 -33.23300	  28.71860	  -9.09890	J 	L	s
 4.50	  9600	 0.0	 2.0	  22.17460	 -50.58630	  49.86720	 -17.76510	J 	L	s
 5.00	  9600	 0.0	 2.0	  19.46320	 -46.52130	  47.61600	 -17.47060	J 	L	s
 5.50	  9600	 0.0	 2.0	  14.98490	 -36.52540	  38.09050	 -14.18330	J 	L	s
 3.00	  9800	 0.0	 2.0	 -15.86830	  55.83760	 -67.77730	  27.43910	J 	L	s
 3.50	  9800	 0.0	 2.0	   1.86310	   9.35270	 -18.79340	   9.30760	J 	L	s
 4.00	  9800	 0.0	 2.0	  16.55340	 -31.98710	  27.25410	  -8.51220	J 	L	s
 4.50	  9800	 0.0	 2.0	  22.16850	 -50.39500	  49.53020	 -17.60170	J 	L	s
 5.00	  9800	 0.0	 2.0	  19.69110	 -47.03750	  48.10100	 -17.63450	J 	L	s
 5.50	  9800	 0.0	 2.0	  15.24940	 -37.18380	  38.76140	 -14.42600	J 	L	s
 3.00	 10000	 0.0	 2.0	 -17.45580	  59.76050	 -71.67150	  28.79990	J 	L	s
 3.50	 10000	 0.0	 2.0	   0.33060	  13.54210	 -23.36330	  11.04680	J 	L	s
 4.00	 10000	 0.0	 2.0	  15.71020	 -29.48450	  24.36890	  -7.36950	J 	L	s
 4.50	 10000	 0.0	 2.0	  22.03380	 -49.77380	  48.66920	 -17.22460	J 	L	s
 5.00	 10000	 0.0	 2.0	  19.90850	 -47.46760	  48.45460	 -17.73820	J 	L	s
 5.50	 10000	 0.0	 2.0	  15.46970	 -37.73100	  39.31640	 -14.62580	J 	L	s
 3.00	  5000	 0.0	 2.0	  10.04770	 -16.91810	  12.94520	  -3.61230	H 	L	s
 3.50	  5000	 0.0	 2.0	  13.11960	 -27.39330	  25.78700	  -8.87890	H 	L	s
 4.00	  5000	 0.0	 2.0	  12.27500	 -27.13030	  26.86150	  -9.64850	H 	L	s
 4.50	  5000	 0.0	 2.0	  10.26950	 -23.45900	  24.03040	  -8.87220	H 	L	s
 5.00	  5000	 0.0	 2.0	   8.32510	 -19.37680	  20.37290	  -7.68910	H 	L	s
 5.50	  5000	 0.0	 2.0	   7.63640	 -17.83640	  18.87710	  -7.16350	H 	L	s
 3.00	  5100	 0.0	 2.0	   9.95050	 -16.46510	  12.30590	  -3.33070	H 	L	s
 3.50	  5100	 0.0	 2.0	  13.31280	 -27.79080	  26.14600	  -9.00530	H 	L	s
 4.00	  5100	 0.0	 2.0	  12.54000	 -27.76740	  27.48790	  -9.86990	H 	L	s
 4.50	  5100	 0.0	 2.0	  10.50150	 -24.02250	  24.58500	  -9.06750	H 	L	s
 5.00	  5100	 0.0	 2.0	   8.51320	 -19.85600	  20.86190	  -7.86720	H 	L	s
 5.50	  5100	 0.0	 2.0	   7.78480	 -18.25030	  19.32530	  -7.33450	H 	L	s
 3.00	  5200	 0.0	 2.0	   9.84910	 -16.00580	  11.66360	  -3.04910	H 	L	s
 3.50	  5200	 0.0	 2.0	  13.49290	 -28.14630	  26.43020	  -9.08710	H 	L	s
 4.00	  5200	 0.0	 2.0	  12.78440	 -28.35440	  28.06240	 -10.07180	H 	L	s
 4.50	  5200	 0.0	 2.0	  10.71860	 -24.54370	  25.09190	  -9.24420	H 	L	s
 5.00	  5200	 0.0	 2.0	   8.69720	 -20.31940	  21.33100	  -8.03710	H 	L	s
 5.50	  5200	 0.0	 2.0	   7.81140	 -18.36440	  19.49460	  -7.41380	H 	L	s
 3.00	  5300	 0.0	 2.0	   9.73760	 -15.57240	  11.11510	  -2.82780	H 	L	s
 3.50	  5300	 0.0	 2.0	  13.67790	 -28.51630	  26.73020	  -9.17470	H 	L	s
 4.00	  5300	 0.0	 2.0	  13.02610	 -28.93710	  28.63380	 -10.27290	H 	L	s
 4.50	  5300	 0.0	 2.0	  10.92960	 -25.04830	  25.57940	  -9.41290	H 	L	s
 5.00	  5300	 0.0	 2.0	   8.87870	 -20.77990	  21.79850	  -8.20640	H 	L	s
 5.50	  5300	 0.0	 2.0	   7.94870	 -18.75930	  19.92850	  -7.58030	H 	L	s
 3.00	  5400	 0.0	 2.0	   9.65190	 -15.17570	  10.55620	  -2.58160	H 	L	s
 3.50	  5400	 0.0	 2.0	  13.86400	 -28.89190	  27.03680	  -9.26470	H 	L	s
 4.00	  5400	 0.0	 2.0	  13.26130	 -29.50430	  29.18850	 -10.46740	H 	L	s
 4.50	  5400	 0.0	 2.0	  11.13740	 -25.50120	  25.99710	  -9.56070	H 	L	s
 5.00	  5400	 0.0	 2.0	   9.05660	 -21.23180	  22.25760	  -8.37290	H 	L	s
 5.50	  5400	 0.0	 2.0	   8.07390	 -19.12020	  20.32450	  -7.73200	H 	L	s
 3.00	  5500	 0.0	 2.0	   9.57200	 -14.79400	  10.01180	  -2.34020	H 	L	s
 3.50	  5500	 0.0	 2.0	  14.04390	 -29.24740	  27.31880	  -9.34440	H 	L	s
 4.00	  5500	 0.0	 2.0	  13.49980	 -30.07920	  29.75060	 -10.66450	H 	L	s
